cluster,total_jobs,fake_jobs,avg_suspicious_keywords,avg_fee_keywords,avg_urgency_keywords,avg_contact_risk_keywords,avg_sensitive_info_keywords,avg_profile_missing,avg_salary_missing,fake_ratio
0,1568,510,0.1747448979591837,0.10331632653061225,0.036989795918367346,0.032525510204081634,0.015306122448979591,0.75,0.18239795918367346,0.3252551020408163
1,15260,604,0.02529488859764089,0.0081913499344692,0.0015727391874180866,0.003931847968545216,0.0028833551769331584,0.16677588466579293,0.009043250327653997,0.03958060288335518
